Escherichia coli str. K-12 substr. MG1655, complete genome. (ncbi_taxid:511145) - 1..4641652

4511 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
1899260..1899778	-	519	NP_417094.1	yfiR	b2603			DUF4154 domain-containing protein YfiR
1898044..1899270	-	1227	NP_417095.1	dgcN	b2604			diguanylate cyclase DgcN
1897546..1898028	-	483	NP_417096.1	yfiB	b2605			lipoprotein YfiB
1897123..1897470	+	348	NP_417097.1	rplS	b2606			50S ribosomal subunit protein L19
1896314..1897081	+	768	NP_417098.1	trmD	b2607			tRNA m(1)G37 methyltransferase
1895735..1896283	+	549	NP_417099.4	rimM	b2608			ribosome maturation factor RimM
1895468..1895716	+	249	NP_417100.1	rpsP	b2609			30S ribosomal subunit protein S16
1893858..1895219	+	1362	NP_417101.1	ffh	b2610			signal recognition particle protein component
1892900..1893691	-	792	NP_417102.4	ypjD	b2611			cytochrome c assembly family protein
1891593..1892879	-	1287	YP_026171.3	yfjD	b4461			UPF0053 family inner membrane protein YfjD
1890945..1891538	+	594	NP_417104.1	grpE	b2614			nucleotide exchange factor GrpE
1889944..1890822	-	879	NP_417105.1	nadK	b2615			NAD kinase
1888197..1889858	-	1662	YP_026172.1	recN	b2616			DNA repair protein RecN
1887707..1888048	-	342	NP_417107.2	bamE	b2617			outer membrane protein assembly factor BamE
1887355..1887645	+	291	NP_417108.4	yfjF	b2618			putative component of the Rsx system
1886889..1887365	+	477	NP_417109.1	ratA	b2619			ribosome association toxin RatA
1886275..1886757	-	483	NP_417110.1	smpB	b2620			SsrA-binding protein
1885698..1886060	-	363		ssrA	b2621			tmRNA
1884253..1885494	-	1242	NP_417111.1	intA	b2622			integrase IntA
1883053..1884009	+	957	NP_417112.1	yfjH	b2623			uncharacterized protein YfjH
1882797..1883009	-	213	NP_417113.1	alpA	b2624			DNA-binding transcriptional activator AlpA
1881259..1882668	-	1410	NP_417114.1	yfjI	b2625			DUF3987 domain-containing protein YfjI
1880480..1881106	-	627	NP_417115.1	yfjJ	b2626			protein YfjJ
1878113..1880302	+	2190	NP_417116.1	abpB	b2627			putative helicase YfjK
1876500..1878116	+	1617	NP_417117.1	abpA	b2628			anti-bacteriophage protein
1875877..1876140	+	264	NP_417118.1	yfjM	b2629			protein YfjM
1874662..1875735	-	1074	NP_417119.1	rnlA	b2630			RNase LS, toxin of the RnlAB toxin-antitoxin system
1874298..1874669	-	372	NP_417120.2	rnlB	b2631			antitoxin RnlB
1873080..1873943	-	864	YP_026173.1	yfjP	b2632			putative GTP-binding protein YfjP
1872167..1872988	-	822	NP_417122.1	yfjQ	b2633			DUF932 domain-containing protein YfjQ
1871249..1871950	-	702	NP_417123.1	yfjR	b2634			putative DNA-binding transcriptional regulator YfjR
1870972..1871208	-	237	YP_026174.2	ypjK	b2635			uncharacterized protein YpjK
1870529..1870972	-	444	NP_417124.4	yfjS	b2636			inner membrane lipoprotein YfjS
1870038..1870505	-	468	NP_417125.1	yfjT	b2637			uncharacterized protein YfjT
1869499..1869813	+	315	YP_009518807.1	yfjU	b2638			putative arsenate reductase-like protein YfjU
1866632..1868335	-	1704	NP_417129.1	yfjW	b2642			uncharacterized protein YfjW
1865276..1865734	-	459	NP_417130.1	yfjX	b2643			putative antirestriction protein YfjX
1864785..1865267	-	483	NP_417131.1	yfjY	b2644			RadC-like JAB domain-containing protein YfjY
1864576..1864776	-	201	YP_588466.1	ypjJ	b4548			DUF987 domain-containing protein YpjJ
1864221..1864538	-	318	NP_417132.1	yfjZ	b2645			putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
1863871..1864200	-	330	NP_417133.1	ypjF	b2646			toxin of the YpjF-YfjZ toxin-antitoxin system
1858927..1863507	+	4581	NP_417134.2	ypjA	b2647			adhesin-like autotransporter YpjA
1857224..1858015	+	792	YP_009518808.1	ypjB	b2649			DUF5508 domain-containing protein YpjB
1856642..1857124	+	483	YP_009518809.1	ypjC	b2650			DUF5507 domain-containing protein YpjC
1855816..1855891	+	76		ileY	b2652			tRNA-Ile
1851691..1852668	-	978	NP_417145.4	glaH	b2659			glutarate dioxygenase GlaH
1850403..1851671	-	1269	NP_417146.2	lhgD	b2660			L-2-hydroxyglutarate dehydrogenase
1848932..1850380	-	1449	NP_417147.1	gabD	b2661			succinate-semialdehyde dehydrogenase (NADP(+)) GabD
1847638..1848918	-	1281	NP_417148.1	gabT	b2662			4-aminobutyrate aminotransferase GabT
1846000..1847400	-	1401	NP_417149.1	gabP	b2663			4-aminobutanoate:H(+) symporter
1845317..1845979	-	663	NP_417150.4	glaR	b2664			DNA-binding transcriptional repressor GlaR
1844867..1845316	+	450	NP_417151.1	kbp	b2665			K(+) binding protein
1844625..1844783	+	159	NP_417152.1	yqaE	b2666			Pmp3 family protein YqaE
1844143..1844442	-	300	NP_417153.1	ygaV	b2667			putative DNA-binding transcriptional regulator YgaV
1843609..1844133	-	525	NP_417154.1	ygaP	b2668			thiosulfate sulfurtransferase YgaP
1843158..1843562	+	405	NP_417155.1	stpA	b2669			DNA-binding transcriptional repressor StpA with RNA chaperone activity
1842040..1842489	-	450	NP_417156.1	alaE	b2670			L-alanine exporter
1841659..1842003	+	345	NP_417157.1	ygaC	b2671			DUF2002 domain-containing protein YgaC
1841178..1841507	-	330	NP_417158.4	ygaM	b2672			DUF883 domain-containing protein YgaM
1840685..1840930	-	246	NP_417159.1	nrdH	b2673			glutaredoxin-like protein NrdH
1840278..1840688	-	411	NP_417160.1	nrdI	b2674			dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
1838161..1840305	-	2145	NP_417161.1	nrdE	b2675			ribonucleoside-diphosphate reductase 2 subunit alpha
1837192..1838151	-	960	NP_417162.1	nrdF	b2676			ribonucleoside-diphosphate reductase 2 subunit beta
1835636..1836838	-	1203	NP_417163.1	proV	b2677			glycine betaine ABC transporter ATP binding subunit ProV
1834579..1835643	-	1065	NP_417164.1	proW	b2678			glycine betaine ABC transporter membrane subunit ProW
1833529..1834521	-	993	NP_417165.1	proX	b2679			glycine betaine ABC transporter periplasmic binding protein ProX
1831299..1832036	-	738	NP_417167.1	ygaZ	b2682			L-valine exporter, YgaZ component
1830974..1831309	-	336	NP_417168.1	ygaH	b2683			L-valine exporter, YgaH component
1830353..1830883	-	531	NP_417169.1	mprA	b2684			DNA-binding transcriptional regulator MprA
1829054..1830226	-	1173	NP_417170.1	emrA	b2685			multidrug efflux pump membrane fusion protein EmrA
1827499..1829037	-	1539	NP_417171.1	emrB	b2686			multidrug efflux pump membrane subunit EmrB
1826920..1827435	+	516	NP_417172.1	luxS	b2687			S-ribosylhomocysteine lyase
1826779..1826851	-	73		micA	b4442			small regulatory RNA MicA
1825214..1826770	+	1557	NP_417173.1	gshA	b2688			glutamate--cysteine ligase
1824713..1825141	+	429	NP_417174.1	yqaA	b2689			DedA family protein YqaA
1824150..1824716	+	567	NP_417175.1	yqaB	b2690			fructose-1-phosphate phosphatase YqaB
1823793..1823869	+	77		argQ	b2691			tRNA-Arg
1823518..1823594	+	77		argZ	b2692			tRNA-Arg
1823379..1823455	+	77		argY	b2693			tRNA-Arg
1823104..1823180	+	77		argV	b2694			tRNA-Arg
1823008..1823100	+	93		serV	b2695			tRNA-Ser
1822507..1822692	+	186	NP_417176.1	csrA	b2696			carbon storage regulator
1819642..1822272	+	2631	NP_417177.1	alaS	b2697			alanine--tRNA ligase/DNA-binding transcriptional repressor
1819014..1819514	+	501	NP_417178.1	recX	b2698			RecA inhibitor RecX
1817884..1818945	+	1062	NP_417179.1	recA	b2699			DNA recombination/repair protein RecA
1817307..1817804	+	498	NP_417180.1	pncC	b2700			NMN aminohydrolase
1816077..1817162	+	1086	NP_417181.1	mltB	b2701			membrane-bound lytic murein transglycosylase B
1815258..1815821	-	564	YP_026180.1	srlA	b2702			sorbitol-specific PTS enzyme IIC2 component
1814302..1815261	-	960	YP_026181.1	srlE	b2703			sorbitol-specific PTS enzyme IIBC1 component
1813920..1814291	-	372	NP_417184.1	srlB	b2704			sorbitol-specific PTS enzyme IIA component
1813137..1813916	-	780	NP_417185.1	srlD	b2705			sorbitol-6-phosphate 2-dehydrogenase
1812673..1813032	-	360	NP_417186.1	gutM	b2706			DNA-binding transcriptional activator GutM
1811833..1812606	-	774	NP_417187.1	srlR	b2707			DNA-binding transcriptional repressor SrlR
1810875..1811840	-	966	NP_417188.4	gutQ	b2708			D-arabinose 5-phosphate isomerase GutQ
1809364..1810878	+	1515	NP_417189.2	norR	b2709			DNA-binding transcriptional dual regulator NorR
1807738..1809177	-	1440	NP_417190.1	norV	b2710			anaerobic nitric oxide reductase flavorubredoxin
1806608..1807741	-	1134	NP_417191.1	norW	b2711			NADH:flavorubredoxin reductase
1804228..1806480	+	2253	NP_417192.1	hypF	b2712			carbamoyl--[HypE] ligase
1803548..1804075	+	528	NP_417193.1	hydN	b2713			putative electron transport protein HydN
1802389..1803399	+	1011	NP_417194.2	ascG	b2714			DNA-binding transcriptional repressor AscG
1800672..1802129	-	1458	YP_026182.1	ascF	b2715			beta-glucoside specific PTS enzyme IIBC component
1799239..1800663	-	1425	NP_417196.1	ascB	b2716			6-phospho-beta-glucosidase AscB
1798610..1799080	+	471	NP_417197.1	hycI	b2717			hydrogenase 3 maturation protease
1798207..1798617	+	411	NP_417198.1	hycH	b2718			formate hydrogenlyase assembly protein
1797443..1798210	+	768	NP_417199.1	hycG	b2719			formate hydrogenlyase subunit HycG
1796901..1797443	+	543	NP_417200.1	hycF	b2720			formate hydrogenlyase subunit HycF
1795182..1796891	+	1710	NP_417201.1	hycE	b2721			formate hydrogenlyase subunit HycE
1794241..1795164	+	924	NP_417202.1	hycD	b2722			formate hydrogenlyase subunit HycD
1792412..1794238	+	1827	NP_417203.1	hycC	b2723			formate hydrogenlyase subunit HycC
1791804..1792415	+	612	NP_417204.1	hycB	b2724			formate hydrogenlyase subunit HycB
1791218..1791679	+	462	NP_417205.1	hycA	b2725			regulator of the transcriptional regulator FhlA
1790656..1791006	-	351	NP_417206.1	hypA	b2726			hydrogenase 3 nickel incorporation protein HypA
1789780..1790652	-	873	NP_417207.1	hypB	b2727			hydrogenase isoenzymes nickel incorporation protein HypB
1789517..1789789	-	273	NP_417208.1	hypC	b2728			hydrogenase maturation factor HypC
1788396..1789517	-	1122	NP_417209.1	hypD	b2729			Fe-(CN)2CO cofactor assembly scaffold protein HypD
1787389..1788399	-	1011	NP_417210.2	hypE	b2730			carbamoyl dehydratase HypE
1785237..1787315	-	2079	NP_417211.1	fhlA	b2731			DNA-binding transcriptional activator FhlA
1784847..1785200	+	354	NP_417212.1	ygbA	b2732			protein YgbA
1781999..1784560	-	2562	NP_417213.1	mutS	b2733			DNA mismatch repair protein MutS
1781237..1781893	-	657	NP_417214.1	pphB	b2734			phosphoprotein phosphatase 2
1780419..1781186	+	768	NP_417215.2	ygbI	b2735			DNA-binding transcriptional repressor YgbI
1779315..1780223	-	909	NP_417216.1	ygbJ	b2736			putative L-threonate dehydrogenase
1778152..1779318	-	1167	NP_417217.1	ygbK	b2737			putative 3-oxo-tetronate kinase YgbK
1777422..1778060	-	639	NP_417218.1	ygbL	b2738			putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL
1776641..1777417	-	777	NP_417219.1	ygbM	b2739			putative 2-oxo-tetronate isomerase YgbM
1775188..1776552	-	1365	NP_417220.1	ygbN	b2740			putative transporter YgbN
1774102..1775094	+	993	NP_417221.1	rpoS	b2741			RNA polymerase sigma factor RpoS
1772900..1774039	+	1140	NP_417222.1	nlpD	b2742			murein hydrolase activator NlpD
1772134..1772760	+	627	NP_417223.1	pcm	b2743			protein-L-isoaspartate O-methyltransferase
1771379..1772140	+	762	NP_417224.1	umpG	b2744			broad specificity 5'(3')-nucleotidase and polyphosphatase
1770349..1771398	+	1050	NP_417225.1	truD	b2745			tRNA pseudouridine(13) synthase
1769873..1770352	+	480	NP_417226.1	ispF	b2746			2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
1769163..1769873	+	711	NP_417227.1	ispD	b2747			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
1768833..1769144	+	312	NP_417228.1	ftsB	b2748			cell division protein FtsB
1768316..1768639	+	324	NP_417229.1	ygbE	b2749			DUF3561 domain-containing inner membrane protein YgbE
1767661..1768266	+	606	NP_417230.1	cysC	b2750			adenylyl-sulfate kinase
1766234..1767661	+	1428	NP_417231.1	cysN	b2751			sulfate adenylyltransferase subunit 1
1765324..1766232	+	909	NP_417232.1	cysD	b2752			sulfate adenylyltransferase subunit 2
1764035..1765072	-	1038	NP_417233.1	iap	b2753			alkaline phosphatase isozyme conversion protein
1762800..1763084	+	285	NP_417234.2	cas2	b2754			CRISPR-associated endoribonuclease Cas2
1761881..1762798	+	918	NP_417235.1	cas1	b2755			multifunctional nuclease Cas1
1761266..1761865	+	600	NP_417236.1	casE	b2756			pre-CRISPR RNA endonuclease
1760605..1761279	+	675	NP_417237.2	casD	b2757			type I-E CRISPR system Cascade subunit CasD
1759511..1760602	+	1092	NP_417238.1	casC	b2758			type I-E CRISPR system Cascade subunit CasC
1759016..1759498	+	483	NP_417239.1	casB	b2759			type I-E CRISPR system Cascade subunit CasB
1757515..1759023	+	1509	NP_417240.1	casA	b2760			type I-E CRISPR system Cascade subunit CasA
1754434..1757100	+	2667	NP_417241.1	cas3	b2761			CRISPR-associated endonuclease/helicase Cas3
1754242..1754300	-	59		sokX	b4701			small RNA SokX
1753341..1754075	+	735	NP_417242.1	cysH	b2762			phosphoadenosine phosphosulfate reductase
1751554..1753266	+	1713	NP_417243.1	cysI	b2763			sulfite reductase, hemoprotein subunit
1749755..1751554	+	1800	NP_417244.1	cysJ	b2764			sulfite reductase, flavoprotein subunit
1749074..1749439	-	366	NP_417245.1	queD	b2765			6-carboxy-5,6,7,8-tetrahydropterin synthase
1747725..1748996	-	1272	NP_417246.4	ygcN	b2766			putative oxidoreductase with FAD/NAD(P)-binding domain
1747474..1747734	-	261	NP_417247.2	ygcO	b2767			putative 4Fe-4S cluster-containing protein
1746882..1747457	-	576	NP_417248.1	ygcP	b2768			putative anti-terminator regulatory protein
1745874..1746734	+	861	NP_417249.4	ygcQ	b2769			putative flavoprotein
1745098..1745877	+	780	NP_417250.4	ygcR	b2770			putative flavoprotein
1743783..1745120	+	1338	NP_417251.2	ygcS	b2771			putative transporter YgcS
1742235..1743689	+	1455	YP_026183.1	ygcU	b4463			putative FAD-containing dehydrogenase
1741380..1742165	+	786	NP_417254.4	ygcW	b2774			putative deoxygluconate dehydrogenase
1739784..1741061	-	1278	NP_417255.1	yqcE	b2775			putative transport protein YqcE
1738279..1739757	-	1479	NP_417256.1	ygcE	b2776			putative sugar kinase YgcE
1736235..1736906	+	672	NP_417257.1	queE	b2777			putative 7-carboxy-7-deazaguanine synthase QueE
1735956..1736096	-	141	YP_002791252.1	yqcG	b4682			cell envelope stress response protein YqcG
1735070..1735942	-	873	NP_417258.4	ygcG	b2778			TPM domain-containing protein YgcG
1733712..1735010	+	1299	NP_417259.1	eno	b2779			enolase
1731987..1733624	+	1638	NP_417260.1	pyrG	b2780			CTP synthetase
1730968..1731759	+	792	NP_417261.1	mazG	b2781			nucleoside triphosphate pyrophosphohydrolase
1730562..1730897	+	336	NP_417262.1	mazF	b2782			endoribonuclease toxin MazF
1730314..1730562	+	249	NP_417263.1	mazE	b2783			antitoxin of the MazF-MazE toxin-antitoxin system MazE
1728002..1730236	+	2235	NP_417264.1	relA	b2784			GDP/GTP pyrophosphokinase
1726653..1727954	+	1302	NP_417265.1	rlmD	b2785			23S rRNA m(5)U1939 methyltransferase
1723840..1726596	-	2757	NP_417266.1	barA	b2786			sensor histidine kinase BarA
1722268..1723608	+	1341	NP_417267.1	gudD	b2787			D-glucarate dehydratase
1720907..1722247	+	1341	NP_417268.1	gudX	b2788			glucarate dehydratase-related protein
1719553..1720905	+	1353	NP_417269.1	gudP	b2789			galactarate/D-glucarate transporter GudP
1718669..1719118	+	450	NP_417270.1	yqcA	b2790			putative flavodoxin YqcA
1717869..1718651	+	783	NP_417271.1	truC	b2791			tRNA pseudouridine(65) synthase
1717540..1717869	+	330	NP_417272.1	yqcC	b2792			DUF446 domain-containing protein YqcC
1717129..1717497	+	369		csrB	b4408			small regulatory RNA CsrB
1716373..1716918	+	546	NP_417273.1	syd	b2793			SecY-interacting protein
1715457..1716305	-	849	NP_417274.1	queF	b2794			7-cyano-7-deazaguanine reductase
1713981..1715345	-	1365	NP_417275.1	ppnN	b2795			nucleotide 5'-monophosphate nucleosidase
1712135..1713424	-	1290	NP_417276.1	sdaC	b2796			L-serine:H(+) symporter SdaC
1710710..1712077	-	1368	NP_417277.1	sdaB	b2797			L-serine deaminase II
1709843..1710598	-	756	NP_417278.4	ygdG	b2798			flap endonuclease
1708640..1709788	+	1149	NP_417279.2	fucO	b2799			L-1,2-propanediol oxidoreductase
1707965..1708612	+	648	NP_417280.1	fucA	b2800			L-fuculose-phosphate aldolase
1706102..1707418	-	1317	NP_417281.1	fucP	b2801			L-fucose:H(+) symporter
1704294..1706069	-	1776	NP_417282.1	fucI	b2802			L-fucose isomerase
1702767..1704185	-	1419	NP_417283.2	fucK	b2803			L-fuculokinase
1702343..1702765	-	423	NP_417284.1	fucU	b2804			L-fucose mutarotase
1701554..1702285	-	732	NP_417285.1	fucR	b2805			DNA-binding transcriptional activator FucR
1700410..1701510	+	1101	NP_417286.1	rlmM	b2806			23S rRNA 2'-O-ribose C2498 methyltransferase
1700022..1700417	+	396	NP_417287.1	ygdD	b2807			DUF423 domain-containing inner membrane protein YgdD
1699086..1700003	+	918	NP_417288.1	gcvA	b2808			DNA-binding transcriptional dual regulator GcvA
1698752..1698957	-	206		gcvB	b4443			small regulatory RNA GcvB
1698508..1698735	+	228	NP_417289.2	ygdI	b2809			DUF903 domain-containing lipoprotein YgdI
1697111..1698316	-	1206	NP_417290.1	csdA	b2810			cysteine sulfinate desulfinase
1696668..1697111	-	444	NP_417291.1	csdE	b2811			sulfur acceptor protein CsdE
1695811..1696617	+	807	NP_417292.1	tcdA	b2812			tRNA threonylcarbamoyladenosine dehydratase
1694475..1695572	+	1098	NP_417293.1	mltA	b2813			membrane-bound lytic murein transglycosylase A
1694190..1694266	-	77		metZ	b2814			tRNA-Met
1694080..1694156	-	77		metW	b2815			tRNA-Met
1693970..1694046	-	77		metV	b2816			tRNA-Met
1692643..1693896	+	1254	NP_417294.4	amiC	b2817			N-acetylmuramoyl-L-alanine amidase C
1691080..1692411	-	1332	NP_417295.1	argA	b2818			N-acetylglutamate synthase
1689192..1691018	+	1827	NP_417296.1	recD	b2819			exodeoxyribonuclease V subunit RecD
1685650..1689192	+	3543	NP_417297.1	recB	b2820			exodeoxyribonuclease V subunit RecB
1682769..1685657	+	2889	NP_417298.1	ptrA	b2821			protease 3
1679225..1682593	+	3369	NP_417299.1	recC	b2822			exodeoxyribonuclease V subunit RecC
1678889..1679212	+	324	NP_417300.1	ppdC	b2823			prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
1678497..1678904	+	408	NP_417301.4	ygdB	b2824			DUF2509 domain-containing protein YgdB
1677937..1678500	+	564	NP_417302.1	ppdB	b2825			prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB
1677476..1677946	+	471	NP_417303.1	ppdA	b2826			prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA
1676498..1677292	+	795	NP_417304.1	thyA	b2827			thymidylate synthase
1675616..1676491	+	876	NP_417305.1	lgt	b2828			phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
1673219..1675465	+	2247	NP_417306.1	ptsP	b2829			phosphoenolpyruvate-protein phosphotransferase PtsP
1672676..1673206	+	531	NP_417307.1	rppH	b2830			RNA pyrophosphohydrolase
1672177..1672323	+	147	YP_009518810.1	ygdT	b4610			YgdT
1671302..1671991	-	690	NP_417308.1	mutH	b2831			DNA mismatch repair protein MutH
1670520..1671233	-	714	NP_417309.1	ygdQ	b2832			PF03741 family inner membrane protein YgdQ
1670164..1670382	-	219	NP_417310.1	ygdR	b2833			DUF903 domain-containing lipoprotein YgdR
1669016..1670056	-	1041	NP_417311.1	tas	b2834			putative NADP(H)-dependent aldo-keto reductase Tas
1667791..1668984	+	1194	NP_417312.1	lplT	b2835			lysophospholipid transporter
1665639..1667798	+	2160	NP_417313.1	aas	b2836			fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
1665464..1665551	+	88		omrA	b4444			small regulatory RNA OmrA
1665268..1665349	+	82		omrB	b4445			small regulatory RNA OmrB
1664023..1665054	-	1032	NP_417314.1	galR	b2837			DNA-binding transcriptional dual regulator GalR
1662754..1664016	+	1263	NP_417315.1	lysA	b2838			diaminopimelate decarboxylase
1661697..1662632	-	936	NP_417316.1	lysR	b2839			DNA-binding transcriptional dual regulator LysR
